Id,Quantità,Totale,IdFattura,IdProdotto,DataFattura,IdCliente,CostoProdotto
4772,7,96.28,520,11,2023-06-08,1743,11.68
4773,1,28.45,693,13,2023-03-31,4468,24.07
4774,4,66.18,425,10,2023-08-09,2238,34.31
4775,9,149.02,528,25,2024-11-18,3713,24.6
4776,6,181.43,760,26,2024-08-26,2961,49.72
4777,5,49.68,23,19,2024-09-23,3597,7.76
4778,8,144.63,712,2,2023-11-22,3066,13.86
4779,2,103.92,433,18,2023-11-20,4722,43.35
4780,1,23.67,454,14,2024-08-25,2436,20.15
4781,2,84.38,63,13,2024-02-16,3924,38.39
4782,1,14.79,986,16,2023-02-08,2372,10.39
4783,3,166.09,596,25,2024-10-15,3285,42.01
4784,9,202.0,83,6,2023-02-26,2751,25.04
4785,6,81.99,429,25,2023-02-07,4454,11.0
4786,2,105.92,475,15,2024-08-08,4987,37.14
4787,7,83.92,547,10,2023-08-13,459,30.93
4788,5,14.12,602,6,2024-10-16,2451,2.48
4789,9,157.4,606,22,2024-10-03,1435,47.73
4790,2,113.22,906,22,2024-09-27,3330,38.78
4791,1,20.91,310,4,2024-04-17,4365,14.83
4792,7,10.8,626,15,2023-12-10,2234,2.31
4793,2,37.5,184,20,2024-07-20,290,17.66
4794,1,18.34,195,12,2023-04-10,773,13.66
4795,5,124.9,167,8,2024-10-25,3760,28.51
4796,5,248.84,795,22,2023-08-23,459,39.53
4797,3,148.89,715,26,2024-08-28,2940,43.71
4798,2,47.91,759,15,2024-07-26,2119,36.51
4799,9,115.07,483,1,2024-01-10,2811,19.93
4800,5,21.71,657,22,2023-03-12,1171,11.87
4801,9,390.81,905,19,2023-06-20,853,43.32
4802,1,28.23,944,4,2024-12-28,1087,19.6
4803,3,57.73,904,21,2024-05-31,2637,26.04
4804,8,20.56,205,25,2023-11-20,344,3.27
4805,3,39.72,960,14,2024-09-15,585,31.91
4806,1,3.41,901,7,2024-05-24,2528,2.52
4807,9,482.4,33,21,2024-02-20,766,45.01
4808,8,142.06,68,6,2023-10-15,1224,20.7
4809,7,88.34,616,18,2023-08-18,70,9.52
4810,5,121.61,304,17,2024-04-20,2164,16.99
4811,1,10.71,677,15,2023-08-15,4271,8.22
4812,6,62.16,594,19,2023-06-02,4012,10.01
4813,5,21.36,647,3,2023-08-21,2355,4.69
4814,2,85.07,434,24,2024-11-30,3891,30.39
4815,2,75.22,880,6,2024-11-12,4113,40.19
4816,1,3.02,136,18,2024-08-13,4678,2.62
4817,4,9.48,18,20,2023-07-09,4308,6.88
4818,3,43.89,776,14,2024-11-11,4404,10.54
4819,5,73.0,271,9,2024-12-29,2427,11.7
4820,3,60.22,391,21,2024-11-06,2335,13.4
4821,8,6.07,697,1,2024-09-02,3459,4.98
4822,5,177.5,765,26,2023-03-13,1119,33.43
4823,3,80.5,306,22,2024-09-15,4159,43.97
4824,1,7.95,611,19,2023-10-25,4541,5.41
4825,4,21.56,980,15,2024-04-15,1419,18.85
4826,5,147.2,565,19,2024-09-18,1064,23.12
4827,1,42.0,950,8,2024-04-22,1206,30.89
4828,1,56.0,460,5,2024-10-20,4625,46.0
4829,6,345.06,385,5,2024-11-30,658,42.38
4830,1,25.37,316,12,2024-01-04,2143,18.39
4831,5,211.68,436,17,2024-09-10,217,37.94
4832,8,215.8,835,26,2023-12-19,1117,18.99
4833,1,62.68,696,8,2023-07-23,4961,43.81
4834,9,44.84,279,18,2023-04-22,1125,8.2
4835,8,67.62,735,16,2024-03-22,962,13.19
4836,7,25.02,962,14,2023-05-04,3506,8.46
4837,4,8.86,131,14,2023-11-12,343,2.88
4838,9,30.0,475,14,2024-08-08,4987,14.9
4839,5,299.12,382,19,2023-02-06,1163,41.01
4840,3,163.32,876,5,2023-08-24,976,37.68
4841,9,130.72,191,13,2024-06-14,4089,10.04
4842,3,48.61,578,1,2023-03-05,920,19.81
4843,8,89.61,990,19,2024-11-23,1849,29.59
4844,6,178.02,914,13,2023-11-25,1720,30.9
4845,3,144.41,912,19,2024-03-25,1313,45.83
4846,9,120.33,975,8,2024-02-12,1223,11.55
4847,8,173.89,753,13,2024-04-28,2952,28.24
4848,8,112.88,508,20,2024-01-28,3383,10.18
4849,1,8.35,445,10,2024-08-08,2445,6.95
4850,1,67.49,177,17,2023-03-16,3859,47.43
4851,4,69.1,917,4,2023-02-11,4055,17.04
4852,4,56.46,764,25,2023-08-15,2782,30.38
4853,7,23.25,130,1,2023-02-16,2248,2.44
4854,5,175.16,297,2,2024-10-14,905,32.97
4855,7,333.45,478,5,2023-03-05,3407,42.16
4856,2,37.28,967,26,2024-10-02,2021,15.94
4857,1,48.81,233,10,2023-02-27,1961,36.82
4858,5,8.02,223,4,2023-04-13,711,1.82
4859,8,67.91,589,11,2023-05-09,605,8.46
4860,8,20.46,557,5,2023-11-28,2849,2.63
4861,6,46.77,446,22,2024-12-17,1879,19.8
4862,3,101.07,805,10,2024-07-07,575,45.52
4863,3,50.02,993,2,2024-10-14,4618,26.41
4864,4,100.54,852,1,2023-04-06,700,28.94
4865,7,97.27,437,20,2023-11-27,2337,47.18
4866,5,166.29,966,18,2023-01-31,1103,45.38
4867,9,384.76,938,2,2023-07-01,2710,32.8
4868,9,86.96,412,5,2024-02-10,318,44.09
4869,6,35.64,675,8,2023-02-14,547,31.77
4870,7,35.79,631,14,2023-10-14,3344,5.92
4871,6,60.61,586,16,2024-05-17,4503,8.49
4872,5,100.1,938,1,2023-07-01,2710,16.17
4873,8,19.91,315,9,2024-01-07,541,6.91
4874,2,24.75,231,22,2023-02-11,3626,10.51
4875,7,9.34,324,4,2024-02-03,139,1.62
4876,4,32.88,508,21,2024-01-28,3383,9.31
4877,6,21.47,994,2,2024-09-11,2560,12.06
4878,3,18.27,590,2,2024-08-14,2613,8.18
4879,2,21.66,637,19,2024-09-03,4783,10.72
4880,8,93.48,216,2,2023-08-05,2817,10.3
4881,5,57.5,830,10,2024-07-09,4033,14.48
4882,1,18.17,564,25,2023-02-21,803,14.28
4883,9,398.01,455,14,2023-03-24,603,43.43
4884,2,69.58,323,1,2023-11-29,4507,34.9
4885,2,47.07,330,25,2024-05-26,170,38.1
4886,1,39.99,483,23,2024-01-10,2811,28.31
4887,2,102.58,366,16,2024-11-12,1829,35.06
4888,9,79.66,171,19,2023-05-16,927,18.01
4889,4,14.3,393,9,2024-12-24,1252,2.81
4890,6,4.1,572,17,2024-03-25,2846,1.07
4891,2,47.52,760,24,2024-08-26,2961,37.09
4892,8,140.45,917,9,2023-02-11,4055,14.29
4893,6,61.75,402,8,2024-12-22,1467,30.51
4894,1,32.36,408,21,2024-05-15,3858,25.1
4895,5,202.95,52,1,2023-09-07,2733,29.8
4896,1,23.69,821,23,2024-12-07,3770,16.26
4897,9,497.53,121,9,2023-09-06,3924,49.25
4898,9,107.74,255,5,2024-08-19,3029,9.73
4899,4,96.14,25,19,2023-07-28,789,19.75
4900,1,38.37,786,8,2024-10-05,1121,26.17
4901,9,157.36,558,13,2024-03-09,1406,34.54
4902,1,30.01,996,22,2024-09-07,3084,22.8
4903,7,66.71,156,11,2024-07-30,1223,8.71
4904,7,271.16,93,10,2023-04-26,4102,34.91
4905,4,58.36,212,24,2024-06-04,4524,12.6
4906,4,189.75,136,2,2024-08-13,4678,46.69
4907,5,184.25,480,9,2023-10-28,1075,42.65
4908,1,49.21,520,25,2023-06-08,1743,38.66
4909,9,302.65,44,24,2024-12-08,4761,48.28
4910,1,13.78,993,20,2024-10-14,4618,9.24
4911,2,112.14,733,18,2024-09-05,963,42.12
4912,5,11.56,645,8,2024-09-03,219,4.86
4913,3,28.96,877,26,2023-08-27,3580,20.1
4914,9,226.5,344,9,2023-08-29,766,28.12
4915,3,35.67,352,26,2024-08-23,217,20.57
4916,2,38.5,123,20,2024-11-20,4113,33.15
4917,3,3.53,466,5,2024-08-11,3310,1.89
4918,1,29.49,927,16,2024-11-25,3854,24.39
4919,5,136.6,729,10,2024-01-20,307,24.53
4920,1,47.0,809,18,2023-04-10,343,34.27
4921,4,32.11,141,3,2023-07-10,1633,22.75
4922,2,72.18,400,20,2023-11-24,809,29.04
4923,5,184.98,591,14,2024-05-16,1298,43.94
4924,7,122.12,397,5,2023-08-02,1959,43.77
4925,7,193.2,335,1,2023-06-29,3404,18.8
4926,7,146.44,142,3,2024-01-11,2171,37.25
4927,6,337.54,133,16,2024-05-29,3545,40.83
4928,4,35.21,7,13,2024-05-18,530,26.33
4929,1,15.84,951,13,2024-09-16,1644,12.59
4930,7,44.4,245,1,2024-04-29,1035,19.18
4931,2,51.42,544,21,2024-09-06,2744,32.03
4932,2,95.49,9,1,2024-08-24,4465,43.12
4933,2,9.73,607,6,2023-05-18,1320,3.88
4934,1,20.94,655,5,2023-01-26,913,18.88
4935,6,248.82,269,6,2024-03-28,1324,34.74
4936,6,139.15,472,19,2024-12-06,2586,23.91
4937,2,47.73,237,19,2024-06-04,3119,32.81
4938,1,41.42,402,2,2024-12-22,1467,31.54
4939,3,70.01,45,15,2024-01-18,3170,18.09
4940,5,105.46,505,22,2024-04-24,2779,16.76
4941,3,60.54,646,2,2023-03-11,1896,16.63
4942,5,48.06,986,23,2023-02-08,2372,14.98
4943,2,65.06,527,4,2023-05-19,781,28.31
4944,9,178.77,124,20,2024-01-02,4391,20.08
4945,4,232.89,543,10,2023-06-15,3390,44.43
4946,6,114.73,781,13,2023-10-08,2034,49.04
4947,6,42.03,172,5,2024-08-21,2262,7.04
4948,6,25.05,54,23,2024-03-18,2647,20.96
4949,7,366.54,993,4,2024-10-14,4618,40.73
4950,9,3.06,318,14,2024-01-21,4579,2.49
4951,3,91.69,460,25,2024-10-20,4625,21.66
4952,3,82.04,17,7,2023-07-31,1972,18.31
4953,9,13.38,375,12,2024-05-28,4349,2.33
4954,1,31.03,204,3,2024-05-09,3152,22.62
4955,2,32.42,651,14,2024-12-11,4403,25.36
4956,1,35.61,434,12,2024-11-30,3891,26.8
4957,3,18.34,383,6,2024-08-23,3241,13.53
4958,6,72.46,252,10,2024-03-09,4404,22.67
4959,7,167.14,727,9,2023-10-24,3422,36.86
4960,6,392.6,100,23,2023-06-30,3648,47.01
4961,1,41.84,598,11,2023-05-03,3775,36.41
4962,2,68.17,956,25,2024-06-18,989,32.51
4963,9,230.15,590,13,2024-08-14,2613,22.3
4964,7,48.46,308,19,2024-07-29,2056,11.53
4965,2,34.73,907,18,2023-07-14,3588,12.52
4966,8,228.43,731,9,2024-05-06,2942,31.73
4967,9,133.68,406,1,2023-02-19,3985,19.34
4968,3,171.95,791,8,2024-03-20,1347,49.7
4969,8,258.05,868,26,2024-04-14,764,36.82
4970,1,43.05,251,26,2023-11-01,3327,32.48
4971,1,24.14,168,20,2023-10-27,1085,18.63
4972,4,141.3,223,5,2023-04-13,711,34.82
4973,4,73.4,491,26,2023-07-01,2574,34.45
4974,7,39.0,882,10,2023-06-14,4543,13.69
4975,3,21.15,575,11,2024-02-09,3581,12.76
4976,8,236.62,405,13,2023-09-28,115,31.25
4977,5,157.22,192,6,2024-04-06,2578,22.53
4978,3,147.11,637,8,2024-09-03,4783,36.33
4979,3,26.43,668,2,2023-02-01,330,7.7
4980,2,38.23,23,9,2024-09-23,3597,34.75
4981,4,75.01,434,8,2024-11-30,3891,38.3
4982,5,34.23,286,5,2024-08-14,513,11.41
4983,2,41.46,676,20,2023-04-21,2951,29.96
4984,1,41.86,623,26,2024-12-08,2335,33.96
4985,2,101.96,329,11,2023-06-14,857,42.29
4986,7,241.07,130,2,2023-02-16,2248,45.83
4987,2,42.56,447,7,2024-04-15,154,28.0
4988,1,59.14,31,23,2023-03-01,2302,41.78
4989,4,41.96,252,22,2024-03-09,4404,8.58
4990,3,67.64,443,5,2024-11-27,1522,25.15
4991,4,99.15,224,3,2024-05-01,4346,21.29
4992,1,25.23,717,13,2024-02-05,2702,20.69
4993,1,26.85,490,26,2024-04-10,1255,22.7
4994,1,21.76,371,8,2024-01-07,150,19.54
4995,6,233.29,630,6,2023-10-09,3564,31.57
4996,5,49.16,139,3,2023-01-07,2496,36.67
4997,5,24.85,485,24,2023-02-07,2076,3.63
4998,1,41.71,277,22,2023-08-16,3384,32.75
4999,6,42.98,801,17,2023-04-26,3438,9.18
5000,6,359.4,142,19,2024-01-11,2171,46.37
5001,3,81.78,441,1,2024-01-28,976,42.3
5002,4,153.19,415,26,2023-08-06,4834,25.91
5003,7,68.87,650,26,2024-05-01,2497,13.86
5004,5,71.49,73,19,2023-07-19,3869,22.94
5005,4,57.64,498,4,2023-04-12,1570,26.61
5006,8,204.11,602,24,2024-10-16,2451,29.14
5007,2,74.08,285,9,2023-12-23,4750,30.34
5008,1,54.23,438,19,2024-12-09,2072,37.26
5009,6,252.91,834,1,2024-09-21,2437,43.47
5010,4,202.53,820,5,2024-02-01,3356,41.35
5011,5,42.56,447,7,2024-04-15,154,7.25
5012,5,10.42,999,13,2024-02-08,793,5.97
5013,9,426.53,736,19,2023-10-26,1177,35.49
5014,2,56.45,825,22,2023-05-28,2457,43.48
5015,5,119.53,631,18,2023-10-14,3344,46.71
5016,1,6.31,17,23,2023-07-31,1972,4.59
5017,3,176.65,448,5,2024-02-29,1479,45.57
5018,9,472.6,996,23,2024-09-07,3084,45.86
5019,3,21.87,308,21,2024-07-29,2056,8.92
5020,9,291.19,473,23,2023-02-21,1489,25.09
5021,9,103.63,793,17,2023-12-02,2546,7.93
5022,8,265.72,210,17,2024-10-04,4266,32.51
5023,6,216.7,60,22,2023-02-03,2044,27.79
5024,7,26.19,70,17,2023-06-13,4139,3.42
5025,4,142.85,749,23,2023-10-02,4854,36.44
5026,7,246.46,379,10,2023-02-13,1918,23.91
5027,9,210.63,614,9,2023-01-08,449,20.18
5028,9,306.02,333,14,2023-10-28,460,34.65
5029,7,274.25,581,7,2024-07-16,446,44.3
5030,1,55.01,995,20,2023-02-23,2798,43.05
5031,7,61.58,207,26,2024-12-21,2933,6.85
5032,3,12.56,61,14,2023-12-26,4671,5.1
5033,2,47.26,8,14,2024-05-25,4735,16.81
5034,8,296.07,751,22,2023-01-31,968,25.82
5035,8,476.22,339,22,2024-06-10,581,46.41
5036,6,309.9,331,25,2024-10-03,4605,38.17
5037,2,25.87,361,6,2023-02-21,6,13.48
5038,1,25.48,6,2,2023-01-20,650,19.93
5039,7,63.45,534,26,2024-04-07,896,27.02
5040,1,5.63,700,12,2023-07-26,3567,4.49
5041,6,69.56,262,4,2023-06-07,735,8.54
5042,5,19.13,883,9,2023-09-12,896,4.37
5043,8,12.2,627,10,2024-12-01,237,1.24
5044,4,149.99,854,7,2023-11-08,4,26.93
5045,1,55.95,437,17,2023-11-27,2337,39.0
5046,8,221.92,841,2,2024-09-11,4190,36.78
5047,4,56.98,982,14,2023-08-26,3786,10.51
5048,5,201.1,306,5,2024-09-15,4159,45.9
5049,1,4.44,422,6,2024-11-29,4637,3.22
5050,1,40.68,749,18,2023-10-02,4854,30.96
5051,5,12.39,32,24,2024-10-04,4080,4.39
5052,1,52.5,593,19,2024-06-25,115,38.74
5053,8,255.09,844,20,2024-05-22,2198,24.75
5054,8,199.1,841,5,2024-09-11,4190,42.19
5055,9,35.65,157,9,2023-07-01,618,6.37
5056,5,5.17,625,17,2023-09-09,725,1.65
5057,8,174.12,44,7,2024-12-08,4761,18.34
5058,8,488.27,770,10,2024-05-30,1906,49.4
5059,6,279.4,15,16,2023-07-16,2762,32.37
5060,5,6.25,587,22,2024-08-04,3208,1.92
5061,9,104.68,849,2,2023-08-14,3100,7.88
5062,3,63.05,2,23,2023-07-02,5001,31.23
5063,1,14.12,667,26,2024-07-05,636,12.43
5064,9,116.1,934,20,2024-10-11,528,48.77
5065,5,51.21,534,20,2024-04-07,896,42.24
5066,5,5.15,196,5,2024-03-27,156,3.0
5067,8,99.16,762,22,2024-01-31,3603,23.53
5068,8,355.52,448,12,2024-02-29,1479,30.87
5069,5,99.99,117,3,2024-02-15,536,26.16
5070,9,10.07,274,24,2023-10-26,4861,8.79
5071,3,54.72,535,20,2024-09-22,2213,16.68
5072,7,259.72,895,23,2024-06-22,671,26.2
5073,7,107.88,109,6,2024-01-06,3552,12.99
5074,7,166.56,173,1,2023-10-26,3992,37.1
5075,7,117.58,562,23,2023-09-26,3271,31.51
5076,7,91.27,471,16,2023-08-12,2065,15.33
5077,8,186.51,102,7,2024-10-24,1264,35.29
5078,4,269.96,187,22,2023-02-16,3220,48.36
5079,6,259.45,89,3,2024-03-24,2307,49.1
5080,2,38.07,915,15,2024-03-11,874,27.5
5081,3,160.97,798,13,2024-12-13,3807,41.34
5082,5,154.44,577,14,2023-08-06,4798,31.52
5083,7,68.04,24,5,2023-08-29,1025,12.54
5084,4,80.05,148,21,2023-05-21,106,24.21
5085,1,52.78,515,5,2024-02-02,2635,44.31
5086,1,50.66,696,2,2023-07-23,4961,35.71
5087,6,295.2,439,9,2024-07-23,2287,43.77
5088,8,241.19,643,2,2024-01-20,3394,33.88
5089,8,258.32,830,15,2024-07-09,4033,29.47
5090,8,114.48,73,14,2023-07-19,3869,25.32
5091,9,445.87,608,3,2024-04-07,894,49.45
5092,9,399.62,558,20,2024-03-09,1406,34.59
5093,4,74.11,767,15,2023-10-23,4663,26.2
5094,6,168.07,67,16,2023-11-02,375,30.52
5095,6,351.69,310,17,2024-04-17,4365,49.39
5096,7,130.65,643,6,2024-01-20,3394,20.84
5097,5,97.26,518,18,2023-01-28,4932,26.07
5098,1,27.69,538,22,2023-06-09,188,24.47
5099,7,13.78,244,22,2023-11-28,4824,6.33
5100,1,59.5,647,21,2023-08-21,2355,42.64
5101,9,69.77,561,4,2023-05-14,4735,8.58
5102,9,377.69,809,17,2023-04-10,343,32.54
5103,2,102.21,803,17,2023-10-20,3728,38.58
5104,8,224.88,28,1,2023-06-07,21,45.86
5105,1,4.42,779,4,2023-07-28,423,3.31
5106,8,58.54,225,25,2024-12-02,4815,8.19
5107,9,150.18,397,20,2023-08-02,1959,44.78
5108,9,247.18,928,22,2023-05-31,4206,46.56
5109,8,58.6,312,2,2024-04-17,2343,12.89
5110,8,183.56,431,11,2024-11-24,3106,23.55
5111,9,143.09,883,26,2023-09-12,896,36.75
5112,4,60.33,998,11,2024-07-03,1273,18.36
5113,8,27.74,820,15,2024-02-01,3356,12.57
5114,4,46.55,175,4,2023-06-14,3076,16.82
5115,6,46.37,44,15,2024-12-08,4761,34.13
5116,2,54.91,131,17,2023-11-12,343,24.44
5117,4,73.95,899,17,2024-10-11,292,14.42
5118,1,24.78,270,10,2024-03-14,4789,19.01
5119,2,27.42,215,3,2024-10-26,3942,16.26
5120,1,52.56,495,21,2024-11-25,4661,46.07
5121,4,210.08,157,21,2023-07-01,618,39.87
5122,7,105.2,204,18,2024-05-09,3152,49.53
5123,7,48.93,643,25,2024-01-20,3394,27.16
5124,8,217.75,39,15,2023-10-10,1411,31.28
5125,3,68.76,895,8,2024-06-22,671,32.3
5126,5,64.98,797,12,2024-09-12,402,21.89
5127,8,55.75,422,19,2024-11-29,4637,40.7
5128,4,115.12,780,25,2024-11-14,3686,21.74
5129,5,10.6,977,1,2023-01-01,4345,4.25
5130,6,59.01,138,16,2023-09-06,3182,11.71
5131,4,105.43,678,4,2023-10-24,1867,18.4
5132,8,320.85,375,23,2024-05-28,4349,45.93
5133,3,32.77,721,22,2024-03-30,824,22.52
5134,9,367.24,403,25,2023-09-03,358,37.41
5135,2,80.98,140,11,2024-04-21,911,28.4
5136,5,57.35,678,21,2023-10-24,1867,9.02
5137,3,21.75,233,10,2023-02-27,1961,5.43
5138,6,169.15,755,3,2023-07-14,1096,27.95
5139,9,324.8,261,8,2024-12-26,364,29.57
5140,8,153.17,25,7,2023-07-28,789,15.69
5141,8,40.79,867,23,2023-05-08,4227,13.48
5142,6,125.3,126,24,2024-04-05,2192,31.98
5143,2,62.36,291,21,2023-09-14,647,24.87
5144,2,4.55,946,14,2023-02-24,3605,4.12
5145,3,16.02,14,6,2023-04-20,4283,4.77
5146,9,417.36,415,3,2023-08-06,4834,32.63
5147,2,66.12,913,8,2024-07-04,4423,39.6
5148,8,61.28,281,13,2024-04-20,3018,35.25
5149,5,46.25,605,18,2023-07-14,4388,10.97
5150,5,71.24,461,1,2023-04-05,3040,37.06
5151,3,70.04,830,18,2024-07-09,4033,20.85
5152,4,237.57,248,25,2023-05-02,2404,46.78
5153,6,16.75,435,24,2024-01-24,4358,2.45
5154,7,90.34,600,23,2024-10-12,3571,41.14
5155,4,65.31,913,14,2024-07-04,4423,19.48
5156,7,213.95,615,14,2023-11-17,1002,21.28
5157,3,158.28,2,11,2023-07-02,5001,37.58
5158,3,57.5,285,26,2023-12-23,4750,47.56
5159,3,151.97,813,5,2024-11-05,1391,34.32
5160,9,60.78,276,2,2023-10-02,2467,4.55
5161,8,304.17,743,14,2024-11-25,5010,28.13
5162,6,68.63,500,20,2023-03-08,248,37.28
5163,8,12.4,885,20,2023-05-30,1813,4.54
5164,5,20.53,312,13,2024-04-17,2343,6.89
5165,3,52.32,632,7,2024-12-11,2505,13.02
5166,8,458.31,65,10,2024-12-18,3804,42.72
5167,5,152.99,445,5,2024-08-08,2445,43.56
5168,2,40.2,54,18,2024-03-18,2647,19.8
5169,7,28.09,132,7,2023-07-31,4712,4.26
5170,6,186.44,769,24,2024-09-09,97,45.33
5171,6,69.38,628,12,2023-11-27,2320,29.55
5172,8,233.31,188,22,2024-04-18,2282,22.49
5173,2,35.4,270,10,2024-03-14,4789,30.78
5174,9,3.72,950,11,2024-04-22,1206,1.12
5175,6,27.96,821,11,2024-12-07,3770,4.11
5176,5,82.87,214,25,2023-02-24,2265,15.14
5177,9,82.04,897,13,2024-07-02,1365,24.57
5178,9,140.32,933,8,2024-12-05,1702,29.06
5179,4,23.88,774,8,2023-03-23,3524,4.24
5180,7,70.2,283,24,2024-04-14,4258,37.21
5181,8,95.88,704,10,2024-01-08,1615,29.43
5182,2,35.62,367,4,2024-11-29,1721,13.78
5183,9,270.01,469,17,2023-04-26,4039,23.86
5184,2,48.93,219,5,2023-03-21,3907,43.87
5185,6,64.94,15,10,2023-07-16,2762,12.95
5186,7,41.54,446,4,2024-12-17,1879,26.18
5187,6,6.67,542,17,2024-07-20,2060,3.53
5188,9,91.45,714,16,2024-03-05,4426,48.29
5189,2,6.74,212,11,2024-06-04,4524,5.51
5190,7,73.62,235,16,2024-10-28,692,27.21
5191,1,45.38,107,16,2023-07-01,4530,40.12
5192,2,58.24,468,2,2024-01-08,2793,31.14
5193,6,58.51,538,14,2023-06-09,188,15.76
5194,1,44.18,466,14,2024-08-11,3310,32.47
5195,3,137.56,3,14,2023-03-06,134,41.28
5196,2,67.93,251,12,2023-11-01,3327,47.16
5197,4,28.27,761,1,2024-06-17,459,20.81
5198,1,61.08,200,6,2024-05-21,3146,47.99
5199,6,7.06,344,23,2023-08-29,766,1.92
5200,3,21.56,851,6,2023-12-06,2257,15.13
5201,3,56.8,297,1,2024-10-14,905,20.78
5202,6,93.96,106,3,2024-10-10,4272,13.55
5203,3,22.85,580,1,2023-09-22,3573,5.68
5204,4,155.22,435,7,2024-01-24,4358,42.59
5205,3,17.65,132,5,2023-07-31,4712,14.62
5206,4,32.2,328,19,2023-01-05,1279,7.39
5207,6,10.34,49,13,2023-02-11,1489,7.85
5208,1,7.78,984,3,2023-08-01,813,6.58
5209,5,20.89,548,7,2023-06-29,306,11.96
5210,3,23.64,234,12,2023-11-04,1101,9.9
5211,2,18.0,997,26,2024-01-05,2302,11.52
5212,5,156.09,613,11,2023-02-19,39,41.79
5213,6,29.8,291,5,2023-09-14,647,11.61
5214,5,202.01,410,25,2024-03-16,2717,40.4
5215,1,18.16,439,6,2024-07-23,2287,13.92
5216,4,13.01,440,9,2024-02-24,3387,9.52
5217,6,105.09,830,8,2024-07-09,4033,22.43
5218,8,419.4,687,21,2024-12-02,1747,45.34
5219,9,104.35,284,21,2024-11-18,4109,31.63
5220,4,101.95,484,12,2024-10-31,1018,20.83
5221,3,121.53,343,13,2024-07-06,1955,49.11
5222,6,136.6,834,19,2024-09-21,2437,42.51
5223,7,65.3,783,6,2024-09-12,3410,19.12
5224,9,196.48,655,2,2023-01-26,913,31.36
5225,2,72.14,308,9,2024-07-29,2056,24.16
5226,4,192.55,225,13,2024-12-02,4815,42.6
5227,5,280.48,164,15,2023-12-15,3463,39.1
5228,7,267.2,946,14,2023-02-24,3605,36.26
5229,4,131.88,347,18,2024-10-27,3257,29.45
5230,7,359.48,949,5,2023-02-10,177,38.33
5231,9,112.08,591,11,2024-05-16,1298,37.65
5232,7,116.46,208,16,2024-08-29,635,46.27
5233,6,30.88,106,16,2024-10-10,4272,5.01
5234,7,234.09,885,7,2023-05-30,1813,37.5
5235,6,71.98,230,9,2024-06-15,2772,11.41
5236,9,163.82,421,11,2024-09-18,4111,25.51
5237,1,49.6,685,14,2024-04-01,2835,39.45
5238,3,89.2,552,10,2024-06-24,994,28.71
5239,9,207.55,243,26,2023-01-27,4048,33.21
5240,4,71.44,363,22,2023-02-22,3465,47.37
5241,9,72.65,404,21,2023-05-16,1213,10.64
5242,4,53.77,30,1,2023-11-29,4050,25.36
5243,7,64.13,134,2,2023-03-03,4558,24.1
5244,1,19.4,851,4,2023-12-06,2257,14.42
5245,8,58.42,835,18,2023-12-19,1117,45.29
5246,3,112.46,918,13,2024-01-26,2049,36.86
5247,3,120.17,121,4,2023-09-06,3924,48.97
5248,5,141.56,202,26,2023-10-29,1586,38.89
5249,5,280.55,332,5,2024-12-04,3257,37.68
5250,3,89.14,649,13,2023-05-07,4824,42.28
5251,7,133.12,769,7,2024-09-09,97,45.94
5252,8,281.52,112,5,2023-10-10,1350,37.65
5253,5,73.37,826,1,2023-03-01,3794,11.55
5254,9,46.15,269,22,2024-03-28,1324,4.92
5255,7,358.5,186,23,2023-05-04,343,45.64
5256,8,189.07,581,3,2024-07-16,446,31.4
5257,1,45.43,689,14,2024-08-21,2148,34.41
5258,6,41.33,224,8,2024-05-01,4346,30.4
5259,7,79.05,979,4,2023-04-10,337,9.32
5260,1,28.68,585,4,2024-11-21,3420,20.67
5261,5,177.22,582,24,2023-09-24,4251,29.67
5262,4,72.41,84,8,2023-05-24,2299,12.35
5263,8,136.87,221,22,2023-07-15,3745,21.54
5264,4,71.95,820,22,2024-02-01,3356,14.41
5265,1,38.17,289,19,2024-09-03,4055,27.73
5266,1,56.28,91,3,2024-04-02,2751,43.38
5267,1,72.74,222,3,2024-12-14,3622,49.7
5268,2,2.47,94,13,2023-11-12,43,1.51
5269,2,6.02,671,25,2024-04-21,2640,2.22
5270,3,25.23,672,2,2023-12-14,4614,8.38
5271,7,227.19,903,14,2023-09-07,3693,46.37
5272,1,70.03,558,24,2024-03-09,1406,48.28
5273,1,17.59,617,8,2024-11-07,970,15.31
5274,4,121.33,866,9,2023-10-05,2467,25.6
5275,5,28.95,338,18,2024-07-25,775,13.8
5276,4,34.01,62,11,2024-11-06,3959,10.68
5277,8,97.03,713,19,2024-09-18,1713,49.23
5278,2,84.22,858,7,2024-12-06,2119,46.12
5279,6,192.87,82,26,2024-06-23,1164,24.55
5280,2,37.57,905,26,2023-06-20,853,25.28
5281,2,98.41,139,19,2023-01-07,2496,34.41
5282,5,38.09,837,15,2023-05-19,133,33.78
5283,9,84.6,994,18,2024-09-11,2560,40.35
5284,2,83.21,95,5,2023-10-11,3470,42.18
5285,5,32.35,648,11,2023-07-25,1781,7.7
5286,2,70.04,714,25,2024-03-05,4426,46.54
5287,8,100.03,447,17,2024-04-15,154,19.06
5288,7,102.53,881,7,2023-05-20,4870,30.65
5289,2,94.2,808,2,2024-06-03,829,45.98
5290,2,65.68,630,22,2023-10-09,3564,49.31
5291,5,27.4,592,6,2024-03-28,1127,13.23
5292,5,12.39,357,2,2024-03-02,3558,4.73
